Item ID,Item Name,SKU,UPC,MPN,EAN,ISBN,Is Returnable Item,Brand,Manufacturer,Description,Rate,Account,Account Code,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Product Type,Source,Reference ID,Last Sync Time,Status,Usage unit,Unit Name,Purchase Rate,Purchase Account,Purchase Account Code,Purchase Description,Inventory Account,Inventory Account Code,Inventory Valuation Method,Reorder Point,Vendor,Warehouse Name,Opening Stock,Opening Stock Value,Stock On Hand,Item Type,Sellable,Purchasable,Track Inventory,CF.For Customer,CF.Estimated Production Date,CF.Lot Number,CF.PO Number,CF.Back Ordered,CF.Backend,CF.Reason To Withhold
2592134000010968258,PLD5 (NM_001195811) Human Over-expression Lysate,LS200150,,,,,false,,,PLD5 Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY434258, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968267,C1orf100 (NM_001012970) Human Over-expression Lysate,LS200159,,,,,false,,,C1orf100 Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY422934, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968276,SLFNL1 (NM_144990) Human Over-expression Lysate,LS200172,,,,,false,,,SLFNL1 Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY408129, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968285,KRTCAP2 (NM_173852) Human Over-expression Lysate,LS200185,,,,,false,,,KRTCAP2 Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY406321, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968294,TORC2 (CRTC2) (NM_181715) Human Over-expression Lysate,LS200186,,,,,false,,,TORC2 (CRTC2) Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY403625, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968303,C1orf69 (IBA57) (NM_001010867) Human Over-expression Lysate,LS200205,,,,,false,,,C1orf69 (IBA57) Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY423195, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968312,FAM209A (NM_001012971) Human Over-expression Lysate,LS200232,,,,,false,,,FAM209A Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY422935, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968321,APOBEC3A (NM_145699) Human Over-expression Lysate,LS200315,,,,,false,,,APOBEC3A Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY407901, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968330,APOBEC3F (NM_145298) Human Over-expression Lysate,LS200316,,,,,false,,,APOBEC3F Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY407949, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
2592134000010968339,FOXD4L1 (NM_012184) Human Over-expression Lysate,LS200350,,,,,false,,,FOXD4L1 Human Over-expression Lysates,USD 628.00,Sales,,0,0,0,0,,,,goods,2,,,Active,100 ug,100 ug,USD 348.80,Cost of Goods Sold,,"Origene LY415931, Cost: 348.80.",Inventory Asset,,fifo,,Origene Inc,,,,0,Inventory,true,true,true,,,,,,,
